time,signal,control
6945.1784,0.017570196,0.022608627
6945.228384,0.017576471,0.022443922
6945.2784,0.01767451,0.022000784
6945.328384,0.017505098,0.022305098
6945.3784,0.01763451,0.022172549
6945.428384,0.01766902,0.022138039
6945.4784,0.017610196,0.022447843
6945.528384,0.017686275,0.022263529
6945.5784,0.017723137,0.022392941
6945.628384,0.017661961,0.022606275
6945.6784,0.01769098,0.022543529
6945.728384,0.017747451,0.022483137
6945.7784,0.01771451,0.02263451
6945.828384,0.01764,0.02268
6945.8784,0.017729412,0.022529412
6945.928384,0.017727843,0.022512157
6945.9784,0.017688627,0.022643137
6946.028384,0.017704314,0.022500392
6946.0784,0.01771451,0.022529412
6946.128384,0.017790588,0.02254902
6946.1784,0.017767843,0.022715294
6946.228384,0.017804706,0.022637647
6946.2784,0.017883137,0.022732549
6946.328384,0.017888627,0.022741176
6946.3784,0.017854118,0.022804706
6946.428384,0.017947451,0.022732549
6946.4784,0.01800549,0.022731765
6946.528384,0.018094118,0.022767059
6946.5784,0.018064314,0.022776471
6946.628384,0.018112941,0.022862745
6946.6784,0.018150588,0.022823529
6946.728384,0.018221176,0.022992157
6946.7784,0.018375686,0.023042353
6946.828384,0.018232157,0.023047059
6946.8784,0.01834902,0.023112941
6946.928384,0.018312941,0.022941961
6946.9784,0.018225882,0.02310902
6947.028384,0.018290196,0.022919216
6947.0784,0.018084706,0.022970196
6947.128384,0.018099608,0.022898824
6947.1784,0.018090196,0.022648627
6947.228384,0.018054118,0.022801569
6947.2784,0.018184314,0.022621961
6947.328384,0.018134902,0.02283451
6947.3784,0.01817098,0.02270902
6947.428384,0.018249412,0.02264549
6947.4784,0.018178824,0.022848627
6947.528384,0.018316863,0.022672157
6947.5784,0.018293333,0.022857255
6947.628384,0.018284706,0.022774902
6947.6784,0.018301961,0.022846275
6947.728384,0.018265882,0.022909804
6947.7784,0.018263529,0.02292549
6947.828384,0.018310588,0.022873725
6947.8784,0.018318431,0.023058824
6947.928384,0.018369412,0.022948235
6947.9784,0.018340392,0.023152941
6948.028384,0.018290196,0.023197647
6948.0784,0.018248627,0.023015686
6948.128384,0.018182745,0.022952157
6948.1784,0.018127843,0.022890196
6948.228384,0.018098039,0.02284
6948.2784,0.018087059,0.022800784
6948.328384,0.01816549,0.022822745
6948.3784,0.018177255,0.022886275
6948.428384,0.018119216,0.02290902
6948.4784,0.018129412,0.02294902
6948.528384,0.018141176,0.022916078
6948.5784,0.0182,0.022955294
6948.628384,0.018054902,0.022964706
6948.6784,0.018058039,0.022907451
6948.728384,0.018061176,0.022817255
6948.7784,0.018094902,0.022812549
6948.828384,0.018071373,0.022836078
6948.8784,0.017938824,0.022905098
6948.928384,0.018033725,0.022672941
6948.9784,0.017992157,0.022822745
6949.028384,0.018032941,0.022863529
6949.0784,0.017996863,0.022873725
6949.128384,0.018003137,0.022854902
6949.1784,0.018087843,0.02288
6949.228384,0.01798902,0.022865098
6949.2784,0.018067451,0.022898039
6949.328384,0.018004706,0.022808627
6949.3784,0.018022745,0.022861176
6949.428384,0.018169412,0.022710588
6949.4784,0.018130196,0.022818824
6949.528384,0.018117647,0.022865882
6949.5784,0.01797098,0.022665098
6949.628384,0.017694118,0.022596078
6949.6784,0.017712941,0.022198431
6949.728384,0.017584314,0.022102745
6949.7784,0.017283922,0.022061961
6949.828384,0.017222745,0.021568627
6949.8784,0.016803137,0.021440784
6949.928384,0.01672549,0.02098902
6949.9784,0.016607059,0.020581961
6950.028384,0.017621961,0.020483137
6950.0784,0.017967843,0.021613333
6950.128384,0.017929412,0.022266667
6950.1784,0.017992941,0.022414118
6950.228384,0.017974118,0.022488627
6950.2784,0.018004706,0.022553725
6950.328384,0.018012549,0.022555294
6950.3784,0.017992941,0.022597647
6950.428384,0.017967059,0.022658039
6950.4784,0.018051765,0.022624314
6950.528384,0.018028235,0.022592157
6950.5784,0.018069804,0.022611765
6950.628384,0.018024314,0.022681569
6950.6784,0.018061176,0.022698824
6950.728384,0.018025882,0.022629804
6950.7784,0.018028235,0.022778039
6950.828384,0.018095686,0.022705882
6950.8784,0.018077647,0.022745882
6950.928384,0.018054118,0.022712157
6950.9784,0.018058039,0.022687059
6951.028384,0.01801098,0.022723137
6951.0784,0.017887059,0.022713725
6951.128384,0.017938039,0.02261098
6951.1784,0.017867451,0.022669804
6951.228384,0.01789098,0.022595294
6951.2784,0.017949804,0.022607843
6951.328384,0.018023529,0.022716863
6951.3784,0.01809098,0.022757647
6951.428384,0.018014902,0.022833725
6951.4784,0.018000784,0.022801569
6951.528384,0.018017255,0.022932549
6951.5784,0.01802902,0.022961569
6951.628384,0.017952157,0.022856471
6951.6784,0.018030588,0.022934118
6951.728384,0.017977255,0.022941176
6951.7784,0.018063529,0.022835294
6951.828384,0.017990588,0.022950588
6951.8784,0.018003922,0.022946667
6951.928384,0.018073725,0.022806275
6951.9784,0.01823451,0.022820392
6952.028416,0.018084706,0.022978824
6952.078432,0.018080784,0.022867451
6952.128416,0.018047843,0.02272549
6952.178432,0.01791451,0.022878431
6952.228416,0.017988235,0.022684706
6952.278432,0.01788549,0.022665098
6952.328416,0.017936471,0.022698039
6952.378432,0.017886275,0.022656471
6952.428416,0.017905882,0.022651765
6952.478432,0.017933333,0.022697255
6952.528416,0.017843137,0.02276549
6952.578432,0.017863529,0.022750588
6952.628416,0.017951373,0.022670588
6952.678432,0.017899608,0.022759216
6952.728416,0.017916078,0.022807059
6952.778432,0.017957647,0.022662745
6952.828416,0.017986667,0.022779608
6952.878432,0.017999216,0.022621176
6952.928416,0.017905098,0.022732549
6952.978432,0.01791451,0.022607843
6953.028416,0.017916863,0.022535686
6953.078432,0.017861961,0.022717647
6953.128416,0.017963922,0.022632157
6953.178432,0.017960784,0.022699608
6953.228416,0.017981961,0.02268
6953.278432,0.018020392,0.022716078
6953.328416,0.017936471,0.022718431
6953.378432,0.01801098,0.02274902
6953.428416,0.018080784,0.022658039
6953.478432,0.017990588,0.022756078
6953.528416,0.018002353,0.022660392
6953.578432,0.018049412,0.02265098
6953.628416,0.018021176,0.022684706
6953.678432,0.017985098,0.022672941
6953.728416,0.017952941,0.022668235
6953.778432,0.017996078,0.02278902
6953.828416,0.018018824,0.022710588
6953.878432,0.018038431,0.022712941
6953.928416,0.018039216,0.022707451
6953.978432,0.018007059,0.022811765
6954.028416,0.018080784,0.02265098
6954.078432,0.018021961,0.022751373
6954.128416,0.017949804,0.022761569
6954.178432,0.017948235,0.022694118
6954.228416,0.017946667,0.02272549
6954.278432,0.017949804,0.02283451
6954.328416,0.017971765,0.022774902
6954.378432,0.017966275,0.022660392
6954.428416,0.017967059,0.022804706
6954.478432,0.018014118,0.022859608
6954.528416,0.018121569,0.022745882
6954.578432,0.018087843,0.022820392
6954.628416,0.017974902,0.022796863
6954.678432,0.017981176,0.022733333
6954.728416,0.017929412,0.022761569
6954.778432,0.017962353,0.022621961
6954.828416,0.018050196,0.022570196
6954.878432,0.018017255,0.022708235
6954.928416,0.018119216,0.022665882
6954.978432,0.018192941,0.022707451
6955.028416,0.018315294,0.022836078
6955.078432,0.018281569,0.022757647
6955.128416,0.018218824,0.022832157
6955.178432,0.018236078,0.02283451
6955.228416,0.018178039,0.022724706
6955.278432,0.018102745,0.022808627
6955.328416,0.018130196,0.022647059
6955.378432,0.018078431,0.022656471
6955.428416,0.018123922,0.022646275
6955.478432,0.018144314,0.022618039
6955.528416,0.018041569,0.022649412
6955.578432,0.01818902,0.022586667
6955.628416,0.018041569,0.022684706
6955.678432,0.018071373,0.022703529
6955.728416,0.018012549,0.022557647
6955.778432,0.018013333,0.022671373
6955.828416,0.018007843,0.022613333
6955.878432,0.018,0.022679216
6955.928416,0.017906667,0.022699608
6955.978432,0.017949804,0.022636863
6956.028416,0.017923137,0.022665882
6956.078432,0.01812,0.022597647
6956.128416,0.018243137,0.022667451
6956.178432,0.018231373,0.02260549
6956.228416,0.018265098,0.022800784
6956.278432,0.018361569,0.022677647
6956.328416,0.018306667,0.022867451
6956.378432,0.018269804,0.022814902
6956.428416,0.018391373,0.022824314
6956.478432,0.018357647,0.022766275
6956.528416,0.018449412,0.02284
6956.578432,0.018422745,0.022712941
6956.628416,0.01832549,0.022709804
6956.678432,0.018463529,0.022595294
6956.728416,0.018359216,0.022854902
6956.778432,0.018558431,0.022716078
6956.828416,0.01844549,0.022782745
6956.878432,0.01848,0.022854118
6956.928416,0.018437647,0.022761569
6956.978432,0.018470588,0.022894902
6957.028416,0.018453333,0.022776471
6957.078432,0.018447843,0.022859608
6957.128416,0.018388235,0.022750588
6957.178432,0.018426667,0.022797647
6957.228416,0.018390588,0.022731765
6957.278432,0.018357647,0.02276549
6957.328416,0.018338039,0.022748235
6957.378432,0.018301176,0.022658824
6957.428416,0.018421961,0.022698824
6957.478432,0.018397647,0.022750588
6957.528416,0.018497255,0.022839216
6957.578432,0.018420392,0.022733333
6957.628416,0.018507451,0.022733333
6957.678432,0.018492549,0.022567059
6957.728416,0.018334118,0.0228
6957.778432,0.018377255,0.022631373
6957.828416,0.018312157,0.022643137
6957.878432,0.018300392,0.022708235
6957.928416,0.018155294,0.022718431
6957.978432,0.01826902,0.022606275
6958.028416,0.018336471,0.022618824
6958.078432,0.018339608,0.022627451
6958.128416,0.018153725,0.022718431
6958.178432,0.018121569,0.022663529
6958.228416,0.018138039,0.022567843
6958.278432,0.018072941,0.022614118
6958.328416,0.018063529,0.022613333
6958.378432,0.017990588,0.022563137
6958.428416,0.018009412,0.022702745
6958.478432,0.017946667,0.022607059
6958.528416,0.01790902,0.022590588
6958.578432,0.017888627,0.022592157
6958.628416,0.017861961,0.022592157
6958.678432,0.017790588,0.022421961
6958.728416,0.017686275,0.022561569
6958.778432,0.017722353,0.022447059
6958.828416,0.01776549,0.022341176
6958.878432,0.017735686,0.022494118
6958.928416,0.017763922,0.022483922
6958.978432,0.017831373,0.022515294
6959.028416,0.017835294,0.022527843
6959.078432,0.017793725,0.022406275
6959.128416,0.017852549,0.022475294
6959.178432,0.017920784,0.022497255
6959.228416,0.017894118,0.022520784
6959.278432,0.01795451,0.02256549
6959.328416,0.017943529,0.02254902
6959.378432,0.017840784,0.022581961
6959.428416,0.017939608,0.022632941
6959.478432,0.017908235,0.022587451
6959.528416,0.017941176,0.022567843
6959.578432,0.017978824,0.022583529
6959.628416,0.017983529,0.022574118
6959.678432,0.018001569,0.022545098
6959.728416,0.017952941,0.022522353
6959.778432,0.017910588,0.022664314
6959.828416,0.017962353,0.02250902
6959.878432,0.017858039,0.022575686
6959.928416,0.017930196,0.022567843
6959.978432,0.018025098,0.022520784
6960.028416,0.017872157,0.02276549
6960.078432,0.018011765,0.022580392
6960.128416,0.017875294,0.022698039
6960.178432,0.018025098,0.022556078
6960.228416,0.018043137,0.022643137
6960.278432,0.017861176,0.022712157
6960.328416,0.017986667,0.022552157
6960.378432,0.017738039,0.022534118
6960.428416,0.017672941,0.022421176
6960.478432,0.017665098,0.021871373
6960.528416,0.017161569,0.022029804
6960.578432,0.017305882,0.021571765
6960.628416,0.017443922,0.020984314
6960.678432,0.017459608,0.021413333
6960.728416,0.017523922,0.021475294
6960.778432,0.017385882,0.02164
6960.828416,0.017580392,0.02147451
6960.878432,0.017647843,0.021595294
6960.928416,0.017301176,0.021856471
6960.978432,0.017385098,0.021529412
6961.028416,0.017393725,0.021231373
6961.078432,0.016951373,0.021385882
6961.128416,0.016482353,0.021043137
6961.178432,0.016490196,0.020027451
6961.228416,0.016233725,0.019968627
6961.278432,0.015724706,0.02011451
6961.328416,0.015900392,0.019302745
6961.378432,0.016101961,0.019026667
6961.428416,0.016082353,0.019570196
6961.478432,0.016391373,0.019578824
6961.528416,0.017002353,0.019823529
6961.578432,0.017331765,0.02073098
6961.628416,0.017544314,0.021607059
6961.678432,0.017534118,0.021952941
6961.728416,0.017597647,0.022026667
6961.778432,0.017614118,0.022102745
6961.828416,0.017410196,0.022169412
6961.878432,0.017560784,0.021968627
6961.928416,0.017446275,0.021968627
6961.978432,0.017443137,0.021934118
6962.028416,0.017476863,0.021848627
6962.078432,0.01753098,0.021952941
6962.128416,0.017596863,0.022030588
6962.178432,0.017556863,0.022094902
6962.228416,0.017552941,0.022143529
6962.278432,0.017574118,0.022149804
6962.328416,0.017563137,0.022188235
6962.378432,0.01762902,0.022169412
6962.428416,0.017548235,0.022080784
6962.478432,0.017547451,0.022103529
6962.528416,0.017633725,0.021952157
6962.578432,0.017621961,0.022156863
6962.628416,0.017703529,0.022112941
6962.678432,0.017688627,0.02216
6962.728416,0.017676863,0.022379608
6962.778432,0.017611765,0.022380392
6962.828416,0.017632941,0.022359216
6962.878432,0.017577255,0.022305882
6962.928416,0.017620392,0.022147451
6962.978432,0.017629804,0.022288627
6963.028416,0.017764706,0.022283922
6963.078432,0.017792941,0.02228549
6963.128416,0.017738824,0.02231451
6963.178432,0.017748235,0.022227451
6963.228416,0.017774118,0.022268235
6963.278432,0.017792157,0.022258039
6963.328416,0.017770196,0.022300392
6963.378432,0.017727059,0.022240784
6963.428416,0.017770196,0.022287843
6963.478432,0.017651765,0.022378039
6963.528416,0.017486275,0.022229804
6963.578432,0.017442353,0.021984314
6963.628416,0.017311373,0.021742745
6963.678432,0.017356078,0.021774902
6963.728416,0.017113725,0.021702745
6963.778432,0.017252549,0.021371765
6963.828416,0.017461176,0.021528627
6963.878432,0.017560784,0.02168549
6963.928416,0.017687843,0.021976471
6963.978432,0.017603137,0.022162353
6964.028416,0.017608627,0.022230588
6964.078432,0.017618039,0.022102745
6964.128416,0.017658824,0.022295686
6964.178432,0.017689412,0.02221098
6964.228416,0.017706667,0.022407059
6964.278432,0.017716863,0.022367059
6964.328416,0.017793725,0.022364706
6964.378432,0.017763137,0.022598431
6964.428416,0.017838431,0.022450196
6964.478432,0.017867451,0.02247451
6964.528416,0.017969412,0.022481569
6964.578432,0.017896471,0.022537255
6964.628416,0.017889412,0.022581176
6964.678432,0.017824314,0.02259451
6964.728416,0.017873725,0.022496471
6964.778432,0.017860392,0.022614902
6964.828416,0.017886275,0.022443922
6964.878432,0.017844706,0.022613333
6964.928416,0.017854902,0.022447059
6964.978432,0.01784,0.022614118
6965.028416,0.017912157,0.022407843
6965.078432,0.01779451,0.022666667
6965.128416,0.017949804,0.022448627
6965.178432,0.017779608,0.022637647
6965.228416,0.017905098,0.022361569
6965.278432,0.01783451,0.022512157
6965.328416,0.017890196,0.022436078
6965.378432,0.017942745,0.022547451
6965.428416,0.017942745,0.022441569
6965.478432,0.018007059,0.022676863
6965.528416,0.018023529,0.022465098
6965.578432,0.018094118,0.022611765
6965.628416,0.018148235,0.02264
6965.678432,0.018061961,0.022672157
6965.728416,0.018214902,0.022738824
6965.778432,0.018110588,0.022729412
6965.828416,0.01808549,0.022761569
6965.878432,0.018089412,0.022668235
6965.928416,0.018108235,0.022764706
6965.978432,0.017997647,0.022781961
6966.028416,0.018138039,0.022664314
6966.078432,0.018182745,0.022770196
6966.128416,0.018170196,0.022924706
6966.178432,0.018025098,0.022863529
6966.228416,0.018073725,0.022676078
6966.278432,0.018181176,0.022694902
6966.328416,0.018284706,0.022858824
6966.378432,0.018175686,0.023070588
6966.428416,0.018096471,0.023021961
6966.478432,0.017981961,0.022746667
6966.528416,0.018174118,0.022595294
6966.578432,0.01825098,0.022670588
6966.628416,0.018213333,0.02288549
6966.678432,0.018140392,0.022828235
6966.728416,0.018011765,0.02280549
6966.778432,0.01808549,0.022679216
6966.828416,0.018111373,0.022841569
6966.878432,0.018072157,0.023014118
6966.928416,0.017940392,0.022838431
6966.978432,0.017989804,0.022791373
6967.028416,0.018028235,0.022818039
6967.078432,0.018001569,0.022807059
6967.128416,0.017890196,0.022849412
6967.178432,0.017991373,0.022825098
6967.228416,0.01796,0.022758431
6967.278432,0.017849412,0.022915294
6967.328416,0.017923922,0.022763922
6967.378432,0.017975686,0.022708235
6967.428416,0.018086275,0.022792157
6967.478432,0.017899608,0.022963137
6967.528416,0.017873725,0.02288549
6967.578432,0.018061961,0.022628235
6967.628416,0.018099608,0.022770196
6967.678432,0.018207059,0.022919216
6967.728416,0.018002353,0.023001569
6967.778432,0.01795451,0.022772549
6967.828416,0.018132549,0.022671373
6967.878432,0.018258824,0.022723137
6967.928416,0.018311373,0.022897255
6967.978432,0.018149804,0.022953725
6968.028416,0.01796,0.023015686
6968.078432,0.018036078,0.022696471
6968.128416,0.018164706,0.022563137
6968.178432,0.018268235,0.022801569
6968.228416,0.018118431,0.022900392
6968.278432,0.017941961,0.023000784
6968.328416,0.017912941,0.022652549
6968.378432,0.017998431,0.022545882
6968.428416,0.01811451,0.02272
6968.478432,0.018141961,0.022822745
6968.528416,0.017895686,0.022938824
6968.578432,0.017886275,0.02273098
6968.628416,0.017972549,0.022527843
6968.678432,0.018055686,0.022734118
6968.728416,0.018212549,0.022712157
6968.778432,0.018033725,0.022940392
6968.828416,0.017974902,0.022767059
6968.878432,0.018026667,0.022538824
6968.928416,0.018065882,0.022569412
6968.978432,0.018100392,0.022638431
6969.028416,0.017953725,0.022843922
6969.078432,0.017868235,0.022752157
6969.128416,0.017937255,0.022551373
6969.178432,0.017992941,0.022732549
6969.228416,0.017963922,0.022753725
6969.278432,0.017802353,0.022938039
6969.328416,0.01788,0.02262902
6969.378432,0.018035294,0.022440784
6969.428416,0.018166275,0.022716863
6969.478432,0.018189804,0.022671373
6969.528416,0.017995294,0.022959216
6969.578432,0.017913725,0.022688627
6969.628416,0.01800549,0.022567059
6969.678432,0.018018039,0.022533333
6969.728416,0.017906667,0.022672941
6969.778432,0.017939608,0.022703529
6969.828416,0.018006275,0.022612549
6969.878432,0.017887843,0.022650196
6969.928416,0.017876863,0.022659608
6969.978432,0.01793098,0.022502745
6970.028416,0.017803922,0.022688627
6970.078432,0.01788549,0.022523922
6970.128416,0.017799216,0.022539608
6970.178432,0.017764706,0.022539608
6970.228416,0.01784,0.022407843
6970.278432,0.01772549,0.022545098
6970.328416,0.017824314,0.022494902
6970.378432,0.017735686,0.022481569
6970.428416,0.017762353,0.022483922
6970.478432,0.017769412,0.022444706
6970.528416,0.017706667,0.022560784
6970.578432,0.017698824,0.022562353
6970.628416,0.017768627,0.02246902
6970.678432,0.017800784,0.022649412
6970.728416,0.017769412,0.02255451
6970.778432,0.017800784,0.02260549
6970.828416,0.017752157,0.022636863
6970.878432,0.017818824,0.022629804
6970.928416,0.017729412,0.022626667
6970.978432,0.017781961,0.022518431
6971.028416,0.017792157,0.022552157
6971.078432,0.017713725,0.022684706
6971.128416,0.017773333,0.022627451
6971.178432,0.017797647,0.022653333
6971.228416,0.017753725,0.022623529
6971.278432,0.017780392,0.02266902
6971.328416,0.017767059,0.022727843
6971.378432,0.017752157,0.02268549
6971.428416,0.017726275,0.022588235
6971.478432,0.01775451,0.022582745
6971.528416,0.017733333,0.022692549
6971.578432,0.017718431,0.022632157
6971.628416,0.017708235,0.022681569
6971.678432,0.017746667,0.022703529
6971.728416,0.01771451,0.022668235
6971.778432,0.017692549,0.022776471
6971.828416,0.017789804,0.022629804
6971.878432,0.0178,0.02275451
6971.928416,0.017810196,0.022734118
6971.978432,0.01777098,0.022708235
6972.028416,0.017745098,0.022732549
6972.078432,0.017776471,0.022730196
6972.128416,0.017696471,0.022672941
6972.178432,0.017808627,0.022627451
6972.228416,0.017718431,0.022563922
6972.278432,0.017769412,0.022622745
6972.328416,0.017734118,0.022535686
6972.378432,0.017712941,0.022559216
6972.428416,0.017774902,0.022552157
6972.478432,0.017713725,0.022618039
6972.528416,0.017655686,0.022586667
6972.578432,0.017858039,0.022461176
6972.628416,0.017731765,0.02265098
6972.678432,0.017811765,0.022574118
6972.728416,0.01788549,0.022487059
6972.778432,0.01774902,0.022661176
6972.828416,0.017767059,0.022561569
6972.878432,0.017876078,0.022443922
6972.928416,0.017802353,0.022636078
6972.978432,0.017752941,0.022647843
6973.028416,0.017746667,0.022609412
6973.078432,0.017846275,0.022471373
6973.128416,0.017821961,0.022603137
6973.178432,0.017811765,0.02264549
6973.228416,0.017807059,0.022569412
6973.278432,0.017776471,0.022537255
6973.328416,0.017908235,0.02256
6973.378432,0.017796078,0.022670588
6973.428416,0.017798431,0.02263451
6973.478432,0.01787451,0.022584314
6973.528416,0.017670588,0.022731765
6973.578432,0.017574118,0.022523137
6973.628416,0.017591373,0.022454118
6973.678432,0.017673725,0.022376471
6973.728416,0.017694118,0.022408627
6973.778432,0.017798431,0.022411765
6973.828416,0.017741961,0.022449412
6973.878432,0.01771451,0.022505098
6973.928416,0.017745882,0.022550588
6973.978432,0.017728627,0.022568627
6974.028416,0.017669804,0.022532549
6974.078432,0.017715294,0.022540392
6974.128416,0.017763137,0.02256549
6974.178432,0.017769412,0.022580392
6974.228416,0.01779451,0.022607059
6974.278432,0.0178,0.022557647
6974.328416,0.01783451,0.022636863
6974.378432,0.017831373,0.02258902
6974.428416,0.017882353,0.022643137
6974.478432,0.017924706,0.022651765
6974.528416,0.017898039,0.022604706
6974.578432,0.017877647,0.022658824
6974.628416,0.017997647,0.022670588
6974.678432,0.017989804,0.022636863
6974.728416,0.017990588,0.022662745
6974.778432,0.018052549,0.022675294
6974.828416,0.018067451,0.022536471
6974.878432,0.01817098,0.022487843
6974.928416,0.017997647,0.022628235
6974.978432,0.017942745,0.022575686
6975.028416,0.017988235,0.022534902
6975.078432,0.017955294,0.022632941
6975.128416,0.017917647,0.022516863
6975.178432,0.01784549,0.022615686
6975.228416,0.017947451,0.022507451
6975.278432,0.01802902,0.022614118
6975.328416,0.018007059,0.02259451
6975.378432,0.018051765,0.022672941
6975.428416,0.01798902,0.022598431
6975.478432,0.018003922,0.022610196
6975.528416,0.017938039,0.022534902
6975.578432,0.017917647,0.022606275
6975.628416,0.017702745,0.022449412
6975.678432,0.017728627,0.022490196
6975.728416,0.01782902,0.022196863
6975.778432,0.017800784,0.02226902
6975.828416,0.017836078,0.022425098
6975.878432,0.017793725,0.022451765
6975.928416,0.017713725,0.022363137
6975.978432,0.017804706,0.022400784
6976.028416,0.01778902,0.022426667
6976.078432,0.017802353,0.022448627
6976.128416,0.017792157,0.022416471
6976.178432,0.017807843,0.022617255
6976.228416,0.017671373,0.022479216
6976.278432,0.017839216,0.022131765
6976.328416,0.017854118,0.022188235
6976.378432,0.017887059,0.022266667
6976.428416,0.017841569,0.022356078
6976.478432,0.017821176,0.022355294
6976.528416,0.017746667,0.022316863
6976.578432,0.017698824,0.022319216
6976.628416,0.017563922,0.022142745
6976.678432,0.017738824,0.022083922
6976.728416,0.017747451,0.022098039
6976.778432,0.017780392,0.022218824
6976.828416,0.017786667,0.022289412
6976.878432,0.017843922,0.022429804
6976.928416,0.017894118,0.022491765
6976.978432,0.017872157,0.022448627
6977.028416,0.01784549,0.022556863
6977.078432,0.01796,0.022509804
6977.128416,0.01796549,0.022583529
6977.178432,0.018001569,0.022595294
6977.228416,0.017916078,0.022661961
6977.278432,0.018007059,0.022607843
6977.328416,0.018056471,0.022544314
6977.378432,0.018015686,0.022643137
6977.428416,0.017969412,0.022503529
6977.478432,0.017889412,0.02243451
6977.528416,0.018018039,0.02240549
6977.578432,0.017999216,0.022312941
6977.628416,0.018093333,0.02239451
6977.678432,0.018126275,0.022393725
6977.728416,0.01795451,0.022448627
6977.778432,0.018081569,0.022363922
6977.828416,0.018014902,0.022273725
6977.878432,0.017901961,0.022423529
6977.928416,0.017909804,0.022256471
6977.978432,0.017938039,0.022372549
6978.028416,0.017985882,0.022299608
6978.078432,0.017944314,0.022488627
6978.128416,0.017958431,0.022484706
6978.178432,0.018102745,0.022401569
6978.228416,0.018087059,0.022575686
6978.278432,0.018020392,0.022580392
6978.328416,0.017941961,0.022549804
6978.378432,0.017917647,0.022494118
6978.428416,0.017974902,0.022410196
6978.478432,0.018026667,0.022518431
6978.528416,0.017986667,0.022650196
6978.578432,0.017985882,0.022489412
6978.628416,0.017985882,0.022503529
6978.678432,0.017955294,0.022528627
6978.728416,0.018051765,0.022504314
6978.778432,0.018075294,0.022501961
6978.828416,0.01812549,0.022557647
6978.878432,0.018128627,0.022585098
6978.928416,0.01818902,0.022575686
6978.978432,0.01817098,0.022671373
6979.028416,0.018288627,0.022635294
6979.078432,0.018352157,0.022823529
6979.128416,0.018381176,0.022847059
6979.178432,0.018450196,0.022773333
6979.228416,0.018468235,0.022879216
6979.278432,0.01841098,0.022936471
6979.328416,0.018397647,0.022927059
6979.378432,0.018425882,0.022902745
6979.428416,0.018477647,0.022786667
6979.478432,0.018556863,0.022857255
6979.528416,0.018462745,0.022836078
6979.578432,0.018392157,0.022731765
6979.628416,0.018387451,0.022695686
6979.678432,0.01844549,0.022694118
6979.728416,0.018399216,0.022632157
6979.778432,0.018156078,0.022783529
6979.828416,0.018299608,0.022551373
6979.878432,0.018218039,0.022582745
6979.928416,0.018152157,0.022618039
6979.978432,0.01812,0.022480784
6980.028416,0.018046275,0.022572549
6980.078432,0.018096471,0.022548235
6980.128416,0.018127843,0.022462745
6980.178432,0.018,0.022672941
6980.228416,0.017974118,0.022526275
6980.278432,0.018087059,0.02251451
6980.328416,0.018012549,0.022552941
6980.378432,0.017842353,0.022433725
6980.428416,0.017871373,0.022451765
6980.478432,0.017905882,0.022424314
6980.528416,0.017835294,0.022431373
6980.578432,0.017849412,0.022431373
6980.628416,0.017896471,0.022383529
6980.678432,0.017878431,0.022437647
6980.728416,0.017942745,0.022417255
6980.778432,0.017910588,0.02247451
6980.828416,0.017852549,0.022543529
6980.878432,0.017978824,0.022330196
6980.928416,0.017926275,0.022425882
6980.978432,0.017923922,0.022435294
6981.028416,0.017792941,0.022468235
6981.078432,0.017711373,0.022402353
6981.128416,0.017652549,0.022212549
6981.178432,0.017523137,0.022305098
6981.228416,0.01753098,0.022127059
6981.278432,0.017392157,0.021979608
6981.328416,0.017083137,0.021823529
6981.378432,0.017247843,0.021356078
6981.428416,0.017146667,0.021371765
6981.478432,0.017286275,0.021298824
6981.528416,0.017407843,0.021378824
6981.578432,0.017403137,0.021582745
6981.628416,0.017588235,0.021638431
6981.678432,0.017655686,0.022014902
6981.728416,0.017730196,0.022108235
6981.778432,0.01773098,0.02217098
6981.828416,0.017632157,0.022390588
6981.878432,0.017712941,0.022170196
6981.928416,0.017797647,0.022199216
6981.978432,0.017716863,0.022256471
6982.028416,0.017702745,0.022381176
6982.078432,0.017740392,0.02236
6982.128416,0.017762353,0.022370196
6982.178432,0.017647059,0.022414118
6982.228416,0.017654118,0.022208627
6982.278432,0.01766902,0.022302745
6982.328416,0.017724706,0.022229804
6982.378432,0.017785098,0.022269804
6982.428416,0.01768549,0.022295686
6982.478432,0.017717647,0.022360784
6982.528416,0.017761569,0.022240784
6982.578432,0.017761569,0.02235451
6982.628416,0.017737255,0.022327843
6982.678432,0.017762353,0.022294118
6982.728416,0.017827451,0.022321569
6982.778432,0.017905098,0.022408627
6982.828416,0.017955294,0.022455686
6982.878432,0.018059608,0.022636863
6982.928416,0.018123137,0.022496471
6982.978432,0.018241569,0.022807059
6983.028416,0.01832549,0.022538039
6983.078432,0.018204706,0.022667451
6983.128416,0.018136471,0.0226
6983.178432,0.018250196,0.02242902
6983.228416,0.018181176,0.022591373
6983.278432,0.018030588,0.022659608
6983.328416,0.017882353,0.022448627
6983.378432,0.017779608,0.022301176
6983.428416,0.017978824,0.02191451
6983.478432,0.017904314,0.02196549
6983.528416,0.017907451,0.022113725
6983.578432,0.017905098,0.021862745
6983.628416,0.017875294,0.021983529
6983.678432,0.018044706,0.021887059
6983.728416,0.017793725,0.022006275
6983.778432,0.017711373,0.022082353
6983.828416,0.01784549,0.021837647
6983.878432,0.017664314,0.02186902
6983.928416,0.017759216,0.021987451
6983.978432,0.017770196,0.021729412
6984.028416,0.017522353,0.022023529
6984.078432,0.017547451,0.021904314
